,author,creation_date,expiry,last_reply,parent_category,price,replies,saving,source,thread_category,title,url,views,votes
4,aaalison,"Jul 10th, 2020 1:24 pm",,"Jul 10th, 2020 1:24 pm",,49??,0,,,Kids & Babies,Sandig toy ice cream set 49¢,,896,1
5,SoldierZeroB,"Jul 10th, 2020 11:56 am",,"Jul 10th, 2020 1:19 pm",Computers & Electronics,,4,,,Video Games,Fallout 76 just added,,1189,7
6,anshen,"Jul 5th, 2020 10:16 am",,"Jul 10th, 2020 1:08 pm",Beauty & Wellness,389,46,,,Beauty Supplies & Personal Care,SoClean 2 CPAP Cleaning System Plus 20X PC Points,https://www.wellwise.ca/en-ca/products/soclean-2-cleaning-system,6720,-1
7,ffonly,"Jan 20th, 2020 2:38 pm","March 1, 2020","Jul 10th, 2020 1:03 pm",Financial Services,,108,,CIBC,Credit Cards,CIBC AEROGOLD VISA FOR BUSINESS 35000 MILES (FIRST YEAR FREE REBATE),https://www.cibc.com/en/business/credit-cards/aerogold-visa.html,48489,2
8,zzricezz,"Jul 10th, 2020 8:26 am",,"Jul 10th, 2020 1:00 pm",,12.99,10,,Canada Computers,Computers & Electronics,Kingston Canvas React microSDXC 64gb or 32gb,https://www.canadacomputers.com/product_info.php?cPath=11_175_177&amp;item_id=123710,1400,-2
9,oujifye,"Jun 19th, 2020 4:11 am",,"Jul 10th, 2020 12:48 pm",Home & Garden,98,72,50%,Home Depot,Home Improvement & Tools,Ridgid 3-Pack 4.0Ah batteries $98,https://the-home-depot-ca.pxf.io/c/341376/583694/9526?u=https://www.homedepot.ca/product/ridgid-18v-4-0ah-hyper-lithium-ion-battery-pack-3-pack-/1001168941,15461,30
10,disber,"Jul 9th, 2020 11:26 am","July 12, 2020","Jul 10th, 2020 12:42 pm",Computers & Electronics,399.99,20,$100,The Source,Computers & Tablets/eReaders,"Acer Aspire A315-54K-37RE 15.6” Laptop with Intel® i3-6006U, 256GB SSD, 8GB RAM & Windows 10 - $399",http://www.jdoqocy.com/click-749547-10797598?url=https%3A%2F%2Fwww.thesource.ca%2Fen-ca%2Fcomputers-tablets%2Flaptops%2Fall-laptops%2Facer-aspire-a315-54k-37re-15-6%25e2%2580%259d-laptop-with-intel%25c2%25ae-i3-6006u%252c-256gb-ssd%252c-8gb-ram-windows-10-s%2Fp%2F108088717&amp;sid=rfdcb,4312,-1
11,Kleftiko,"Jun 22nd, 2020 4:16 pm",,"Jul 10th, 2020 12:11 pm",,4.00,108,,Dollarama,Apparel,T-Shirts - Official Sony Playstation - $4 - Wpg - YMMV,,30297,49
12,immad01,"May 14th, 2020 10:43 am",,"Jul 10th, 2020 11:46 am",Home & Garden,,65,,Lowe's,Home Improvement & Tools,Kobalt 7 1/4-in 10 Amp Single-Bevel Sliding Compound Mitre Saw with Laser Marker (SM1815LW) for $99.00,http://www.dpbolvw.net/click-749547-11662090?url=https%3A%2F%2Fwww.lowes.ca%2Fproduct%2Fmitre-saws%2Fkobalt-7-14-in-10-amp-single-bevel-sliding-compound-mitre-saw-with-laser-marker-sm1815lw-857240&amp;sid=rfdcb,18449,16
13,MichaelSun,"Apr 21st, 2020 3:08 pm","July 20, 2020","Jul 10th, 2020 11:36 am",Financial Services,,1130,,American Express,Credit Cards,Amex Platinum Double Rewards: Double the points 4%/8%/12% Cashback,,165503,96
14,immad01,"Jul 6th, 2020 11:43 am","July 19, 2020","Jul 10th, 2020 11:23 am",,,32,,Princess Auto,Home & Garden,Auto-Spooling Garden Hose Cart (holds 130 ft) for $30 or Suncast Hose Reel with Brass Connection (holds 225 ft) for $50,https://www.princessauto.com/en/detail/hose-reel-with-brass-connection/A-p8938086e,8276,7
15,dealicious,"Jul 9th, 2020 11:05 pm","July 12, 2020","Jul 10th, 2020 11:22 am",Small Business,0.97,3,$1,Amazon.ca,Office Supplies,"BIC Cristal Ball Pens Stick Medium Point, 10-Pack, Blue 0.97",http://www.amazon.ca/gp/redirect.html?ie=UTF8&amp;location=https%3A%2F%2Fwww.amazon.ca%2Fgp%2Fproduct%2FB0010O094W%2Fref%3Das_li_ss_tl%3Fie%3DUTF8%26linkCode%3Dll1%26tag%3Dmutepi-20%26linkId%3D6a026b4c0e050f8cf75db6b6e4265f47%26language%3Den_CA&amp;tag=redflagdealsc-20&amp;linkCode=ur2&amp;camp=15121&amp;creative=330641,1974,5
16,Carlosf1,"Jul 9th, 2020 1:40 pm",,"Jul 10th, 2020 11:12 am",Entertainment,Free,1,100%,Amazon.ca,"Books, Music, Movies, Magazines",Copycat Recipes: 2 Manuscripts in 1 book-  Copycat Cookbook and Keto Copycat free on Amazon Kindle (i,http://www.amazon.ca/gp/redirect.html?ie=UTF8&amp;location=https%3A%2F%2Fwww.amazon.ca%2FCopycat-Recipes-Manuscripts-Restaurants-Ketogenic-ebook%2Fdp%2FB08BY3CB4B%2F&amp;tag=redflagdealsc-20&amp;linkCode=ur2&amp;camp=15121&amp;creative=330641,973,8
17,slimysnot,"Jun 23rd, 2020 10:32 am","July 10, 2020","Jul 10th, 2020 11:05 am",,,27,,Banana Republic,Apparel,"60% off sale items, 20% giftcard",https://gap.dodxnr.net/c/341376/821949/10311?u=http%3A%2F%2Fbananarepublic.gapcanada.ca,6977,10
18,theprocess,"Jun 25th, 2020 9:13 am",,"Jul 10th, 2020 10:31 am",,79.99,41,,Best Buy,Computers & Electronics,Google Nest Hub $79.99,https://bestbuyca.o93x.net/c/341376/644465/10221?u=https://www.bestbuy.ca/en-ca/product/google-nest-hub-with-google-assistant-charcoal/13505421,10244,26
19,oberoisarab,"Jun 24th, 2020 12:18 am",,"Jul 10th, 2020 8:52 am",,299.99,151,$30 off,Staples,Computers & Electronics,Apple AirPods Pro @ 299.99,https://staplescanada.4u8mqw.net/c/341376/755401/10903?u=https://www.staples.ca/products/2964395-en-apple-airpods-pro,39857,18
20,Rogues2017,"Jul 9th, 2020 10:03 am",,"Jul 10th, 2020 7:50 am",,14.99$,19,,Costco,Computers & Electronics,Charging essentials USB/AC charging outlet 2 pack for 14.99$,https://www.costco.ca/charging-essentials-usbac-wall-charging-outlets%2C-2-pack-.product.100522655.html,4395,5
21,Freebush,"Jul 10th, 2020 7:33 am","July 16, 2020","Jul 10th, 2020 7:48 am",,$139.99,2,$17,Newegg,Computers & Electronics,Team T-FORCE VULCAN Z 32GB (2 x 16GB) 288-Pin DDR4 SDRAM DDR4 3200 (PC4 25600) $139.99 $7.99 shipping,http://click.linksynergy.com/deeplink?id=CAqD7bLWUPI&amp;mid=44589&amp;murl=https%3A%2F%2Fwww.newegg.ca%2Fteam-32gb-288-pin-ddr4-sdram%2Fp%2FN82E16820331356%3Fitem%3DN82E16820331356&amp;u1=rfdcb,844,5
22,SoulTracer,"Jul 6th, 2020 8:47 am",,"Jul 10th, 2020 5:27 am",Home & Garden,79.45,73,11%,Amazon.ca,Home Improvement & Tools,$79 Ecobee SmartSensor 2 Pack,http://www.amazon.ca/gp/redirect.html?ie=UTF8&amp;location=https%3A%2F%2Fwww.amazon.ca%2Fecobee-EB-RSHM2PKC-01-SmartSensor-2-Pack%2Fdp%2FB07Q7X9147%2Fref%3Dsr_1_1_sspa%3Fdchild%3D1%26keywords%3Decobee%2Bsensor%26qid%3D1594039431%26sr%3D8-1-spons%26psc%3D1%26spLa%3DZW5jcnlwdGVkUXVhbGlmaWVyPUEzNVhBQjhHOVVYSlY5JmVuY3J5cHRlZElkPUExMDI1ODk3R08wVzgxTE1SQjJLJmVuY3J5cHRlZEFkSWQ9QTA5Mzc1NTgxTVFCRUdQOURDQ1Emd2lkZ2V0TmFtZT1zcF9hdGYmYWN0aW9uPWNsaWNrUmVkaXJlY3QmZG9Ob3RMb2dDbGljaz10cnVl&amp;tag=redflagdealsc-20&amp;linkCode=ur2&amp;camp=15121&amp;creative=330641,13428,14
23,MTLGuru,"Jul 8th, 2020 9:53 pm","July 15, 2020","Jul 10th, 2020 4:28 am",,,7,,,Groceries,Week of 9th of July to 15th of July grocery round up (QUEBEC),,2727,53
24,Hartia0,"Jul 9th, 2020 8:59 am","July 23, 2020","Jul 10th, 2020 3:38 am",Computers & Electronics,,9,,Sony Online Entertainment,Video Games,[PSN] Playstation - July Savings,https://store.playstation.com/en-ca/grid/STORE-MSF77008-JULYSAVINGS/1,4815,11
25,haites,"Jul 7th, 2020 11:22 am",,"Jul 10th, 2020 1:38 am",,,4,,,Sports & Fitness,"CAP Barbell 2-Inch Olympic Grip Plate. 35lb, $54.85",http://www.amazon.ca/gp/redirect.html?ie=UTF8&amp;location=https%3A%2F%2Fwww.amazon.ca%2Fgp%2Faw%2Fd%2FB01B262O3Q%3Fref%3Dppx_pt2_mob_b_prod_image%26th%3D1%26psc%3D1&amp;tag=redflagdealsc-20&amp;linkCode=ur2&amp;camp=15121&amp;creative=330641,1896,-1
26,TinkerPhil,"Jul 7th, 2020 10:12 pm","July 8, 2020","Jul 10th, 2020 12:32 am",Home & Garden,894,10,,Home Depot,Appliances,YMMV LG washing machine WM3800HB for $894,https://the-home-depot-ca.pxf.io/c/341376/583694/9526?u=https://www.homedepot.ca/product/lg-electronics-52-cuft-front-load-washer-with-turbowash-in-black--energy-star/1001391070?eid=PS_GOOGLE_D29A%20-%20E-Comm_GGL_Shopping_PLA_EN_Major%20Appliances_Major%20Appliances_PLA_EN__PRODUCT_GROUP_aud-829953601615:pla-339702574028&amp;gclsrc=aw.ds&amp;gclid=EAIaIQobChMIn_HD18e86gIVJh6tBh1MOQblEAQYASABEgK1V_D_BwE,3552,-2
27,phoreoneone,"Jul 9th, 2020 12:53 pm",,"Jul 9th, 2020 11:52 pm",,,9,,,Financial Services,Get $10 for signing up for Ampli,https://ampli.ca/checkout51/,2214,6
28,jmons20,"Jul 2nd, 2020 12:18 pm",,"Jul 9th, 2020 11:52 pm",,,70,,Canadian Tire,Automotive,Collect $100 CT Money on $250+ spend at Canadian Tire Auto Service Centre,,10209,-11
29,CrackTheDeal,"Jul 9th, 2020 6:59 pm",,"Jul 9th, 2020 11:33 pm",,$1.49,5,,Apple,Computers & Electronics,Bridge Constructor Portal (iOS Game App) for $1.49,https://apps.apple.com/ca/app/bridge-constructor-portal/id1311353234,1739,4
0,theprocess,"Jul 3rd, 2020 3:18 am",,"Jul 9th, 2020 11:06 pm",,,129,,,Sports & Fitness,Burton Snowboard Summer Sale July 3-6 up to 60% off,https://www.burton.com/ca/en/c/sale-gear,24833,65
1,Hi-Psi,"Jun 28th, 2020 8:48 pm","July 8, 2020","Jul 9th, 2020 10:54 pm",Sports & Fitness,349.99,31,$200 off,Cabelas,Equipment,Intex Mariner 4 Boat Set - $200 off - $349.99 (Reg - $549.99),https://classic.avantlink.com/click.php?tt=cl&amp;mi=11641&amp;pw=144787&amp;url=https%3A%2F%2Fwww.cabelas.ca%2Fproduct%2F26610%3FproductVariantId%3D96642%26gclid%3DCjwKCAjw_-D3BRBIEiwAjVMy7L0a_YQdACIqjxAGnygwWi1WYAEXCwEBwgao8IWTGFlJ7gGBJn6E0RoCBuEQAvD_BwE,11140,22
2,kidnat,"Jul 9th, 2020 5:59 pm",,"Jul 9th, 2020 10:49 pm",,2.88,10,,No Frills,Groceries,"Apple Pie 1KG reg $6.97, now $2.88 (Stouffville, YMMV)",,2815,11
3,taylur,"Jul 2nd, 2020 7:50 pm",,"Jul 9th, 2020 10:34 pm",,199.98,38,40% off,Sport Chek,Sports & Fitness,Marmot Catalyst 3 Person Tent with Footprint ($199.98),http://www.pntrac.com/t/8-8297-58025-56718?url=https%3A%2F%2Fwww.sportchek.ca%2Fcategories%2Fshop-by-sport%2Fcamping-equipment%2Ftents%2Fproduct%2Fmarmot-catalyst-3-person-tent-with-footprint-331998093.html%23331998093%3D331998110&amp;website=133845&amp;sid=rfdcb,8432,13
4,Rob_EV,"Jul 7th, 2020 11:30 am",,"Jul 9th, 2020 10:19 pm",Home & Garden,119,26,$60 off,,Home Improvement & Tools,BC Fasteners / Home Depot - Milwaukee M12 Fuel Hackzall (Bare Tool) w FS - $119,https://bcfasteners.com/shop/milwaukee-2520-20-m12-fuel-hackzall-recip-saw/,4499,13
5,francisranger,"Jul 7th, 2020 11:46 am",,"Jul 9th, 2020 10:15 pm",Beauty & Wellness,69.50,11,50%,Amazon.ca,Beauty Supplies & Personal Care,"Clarisonic Mia Brush Device | 50% OFF | $69,50",http://www.amazon.ca/gp/redirect.html?ie=UTF8&amp;location=https%3A%2F%2Fwww.amazon.ca%2FClarisonic-Cleansing-Removes-Smoother-Reduction%2Fdp%2FB07RKHZSJ3%2Fref%3Dsr_1_8%3Fcrid%3D2LM6DH78FAVTP%26dchild%3D1%26keywords%3Dclarisonic%26qid%3D1594136394%26sprefix%3DClarisonic%252Caps%252C168%26sr%3D8-8&amp;tag=redflagdealsc-20&amp;linkCode=ur2&amp;camp=15121&amp;creative=330641,4772,9
6,oicthat2013,"Jul 7th, 2020 10:38 am","September 7, 2020","Jul 9th, 2020 10:05 pm",,,60,,McDonalds,Restaurants,"$1 Cone and $2 Sundae summer promotion starting July 14, 2020",,11401,38
7,Marchsiun,"Jul 5th, 2020 11:23 am",,"Jul 9th, 2020 10:04 pm",,14.99,48,,Home Depot,Home & Garden,Thermacell area repellent,,16213,7
8,XxXSnake23XxX,"Jul 9th, 2020 4:42 pm",,"Jul 9th, 2020 10:00 pm",Computers & Electronics,19.96,4,,Walmart,Video Games,NHL 20 [PS4|XBOX ONE] $19.96,http://click.linksynergy.com/deeplink?id=CAqD7bLWUPI&amp;mid=36751&amp;murl=https%3A%2F%2Fwww.walmart.ca%2Fen%2Fip%2F6000200006654%3Fcmpid%3Daffiliate_rakuten_en_none_none%26utm_source%3Drakuten%26utm_medium%3Daffiliate%26utm_campaign%3Daffiliate_rakuten_en_none_none%26utm_content%3D10%26siteID%3DTnL5HPStwNw-wFX5Ot6cLspXBGD5YNYlOQ%26wmlspartner%3DTnL5HPStwNw&amp;u1=rfdcb,1537,1
9,Stoncs,"May 11th, 2020 7:20 pm","May 31, 2020","Jul 9th, 2020 9:36 pm",Apparel,$18.89,259,40% off,,Men's Apparel,SAXX underwear 40% off sale starting at $18.89,http://www.tkqlhce.com/click-749547-13802030?url=https%3A%2F%2Fwww.saxxunderwear.ca%2Fcollections%2Fsale&amp;sid=rfdcb,72482,134
10,RandomGuy22,"Jul 3rd, 2020 8:31 pm",,"Jul 9th, 2020 8:46 pm",,478.69,54,,Amazon.ca,Computers & Electronics,XFX RX 5700 XT Triple Dissipation Graphics Card - $478.69,http://www.amazon.ca/gp/redirect.html?ie=UTF8&amp;location=https%3A%2F%2Fwww.amazon.ca%2FXFX-Triple-Dissipation-Graphics-RX-57XT83LD8%2Fdp%2FB087J3KM2X%2Fref%3Dzg_bs_677243011_9%3F_encoding%3DUTF8%26psc%3D1%26refRID%3DYW5H277MZC648TCRSPV2&amp;tag=redflagdealsc-20&amp;linkCode=ur2&amp;camp=15121&amp;creative=330641,10571,20
11,RainDown,"Jul 6th, 2020 11:52 am",,"Jul 9th, 2020 8:44 pm",Computers & Electronics,$62.59,46,22% off,,Video Games,Cyberpunk 2077 PC Pre-order $62.59 Digital Download ~22% off,https://www.cdkeys.com/pc/games/cyberpunk-2077-gog-pc,7361,-6
12,KoukiMonster,"Jul 3rd, 2020 3:40 am",,"Jul 9th, 2020 8:33 pm",Home & Garden,$119.99,67,~42% off,The Bay,Appliances,KitchenAid 3- Piece pasta roller set $119.99,http://click.linksynergy.com/deeplink?id=CAqD7bLWUPI&amp;mid=43178&amp;murl=https%3A%2F%2Fwww.thebay.com%2Fproduct%2Fkitchenaid-3-piece-pasta-roller-and-cutter-set---stand-mixer-attachment-0600003487659.html%3Fdwvar_0600003487659_color%3DRED&amp;u1=rfdcb,18739,34
13,harjot89,"Jul 4th, 2020 8:53 pm",,"Jul 9th, 2020 8:01 pm",Automotive,39.90,38,42% off,Amazon.ca,Auto Parts & Accessories,Dual Dash Cam Front and Rear 3 Inches FHD Cars Dashboard- $39.90 ($30 off),http://www.amazon.ca/gp/redirect.html?ie=UTF8&amp;location=https%3A%2F%2Fwww.amazon.ca%2Fgp%2Fproduct%2FB07VD47GX8%2Fref%3Dppx_yo_dt_b_asin_title_o00_s00%3Fie%3DUTF8%26psc%3D1&amp;tag=redflagdealsc-20&amp;linkCode=ur2&amp;camp=15121&amp;creative=330641,10809,0
14,ben2003,"Jul 5th, 2020 6:22 pm",,"Jul 9th, 2020 7:45 pm",Home & Garden,,24,,Costco,Home Improvement & Tools,"Toto bidet - $459.99 (in-store, ymmv)",,7122,3
15,scott_newsgroup,"Jul 9th, 2020 4:55 pm",,"Jul 9th, 2020 7:44 pm",Computers & Electronics,19.49,4,,Nintendo,Video Games,Nintendo Switch - FIFA 2020 $19.49,https://www.nintendo.com/en_CA/games/detail/ea-sports-fifa-20-nintendo-switch-legacy-edition-switch/,1704,0
16,roccerfeller,"Jul 8th, 2020 4:32 pm","July 23, 2020","Jul 9th, 2020 7:08 pm",Computers & Electronics,3.99,12,90% off,,Video Games,PSN Far Cry for PS4 prices - 3.99 to 19.99,https://store.playstation.com/en-ca/product/UP0001-CUSA10357_00-FARCRY3REMASTER0,3792,13
17,oj777,"Jul 2nd, 2020 10:10 pm",,"Jul 9th, 2020 7:01 pm",,,35,,Walmart,Home & Garden,Get 2 Glade Air Freshener Kits for FREE-0.43 Cents (depending on provincial sales tax) after Checkout 51 Cashback!,,10695,34
18,if0nly,"Jul 6th, 2020 5:48 pm",,"Jul 9th, 2020 6:55 pm",,,29,,Costco,Home & Garden,GTA warden le creuset on sale Highly YMMV,,11891,26
19,jDubz2071,"Jul 9th, 2020 10:42 am","July 10, 2020","Jul 9th, 2020 6:55 pm",,79.99,3,11,Amazon.ca,Computers & Electronics,Razer Death Adder V2,http://www.amazon.ca/gp/redirect.html?ie=UTF8&amp;location=https%3A%2F%2Fwww.amazon.ca%2Fdp%2FB082G5SPR5%2F%3Fcoliid%3DI30DKDYHDM9XDO%26colid%3D2LV8N4NOJ14AV%26psc%3D1%26ref_%3Dlv_ov_lig_dp_it&amp;tag=redflagdealsc-20&amp;linkCode=ur2&amp;camp=15121&amp;creative=330641,2226,-3
20,wudtsilake,"Jun 8th, 2020 7:55 pm",,"Jul 9th, 2020 6:07 pm",Financial Services,2.50% INT,30,,CIBC,Banking & Investing,CIBC eAdvantage Savings Account 2.5% Interest,https://www.cibc.com/en/special-offers/fall-savings-promotion.html?utrc=S232:100&amp;&amp;gclid=Cj0KCQjww_f2BRC-ARIsAP3zarHbJuqlnBGXB6-0mrM_Tzd1Czx_BaRtS1bVnFgEEryuOJcjbZldnf4aAgraEALw_wcB&amp;gclsrc=aw.ds,10114,15
21,Terabithia,"Jul 8th, 2020 7:18 pm",,"Jul 9th, 2020 5:57 pm",Computers & Electronics,$19.99,3,30% off,Amazon.ca,Home Theatre & Audio,"Skullcandy Jib+ Wireless Earbuds, Red (S2JPW-M010) $19.99",http://www.amazon.ca/gp/redirect.html?ie=UTF8&amp;location=https%3A%2F%2Fwww.amazon.ca%2Fdp%2FB07RV9DWDW%2Fref%3Dcm_sw_r_cp_taa_QcLbFbPF1RVFG&amp;tag=redflagdealsc-20&amp;linkCode=ur2&amp;camp=15121&amp;creative=330641,2500,3
22,misterlamed,"Jul 6th, 2020 9:17 am",,"Jul 9th, 2020 5:28 pm",Computers & Electronics,,35,,,Telecom,[YMMV] [ON] Altima Home Internet Down 50 Mbps 39.99$ 75Mbps 49.99$ 150Mbps 59.99$,https://altimatel.com/shop/internet/,4377,-1
23,doomsdayjohn,"Jul 8th, 2020 11:16 am",,"Jul 9th, 2020 5:27 pm",Computers & Electronics,53.99 USD,5,,,Cell Phones,Wireless LED Dock $40 OFF Plus Extra 10% OFF with Discount Code,https://fastchargedocks.com/,1468,-2
24,ArtP26,"Jul 4th, 2020 4:33 pm",,"Jul 9th, 2020 5:22 pm",,,37,,,Groceries,Lindt Chocolate Sale 80% off,,14620,-6
25,amit33853,"Jul 8th, 2020 11:25 am",,"Jul 9th, 2020 5:07 pm",Home & Garden,$98,12,$202 off,Visions Electronics,Outdoors & Patio,Monster GLO2 outdoor bluetooth speaker for sale $98,https://www.visions.ca/product-detail/46830/monster_bluetooth_20_watt_ipx5_lantern_speaker_with_led_light_panels_and_ez_play?categoryId=0&amp;sku=MNGLOS2&amp;gclid=EAIaIQobChMI07O_t_q96gIVSr7ACh014AzhEAAYASAAEgIbTfD_BwE,2089,3
26,CrackTheDeal,"Jul 9th, 2020 8:38 am",,"Jul 9th, 2020 4:59 pm",,$1.10,3,95%,STEAM,Computers & Electronics,Sonic Generations Collection + Casino Night DLC (PC Digital Download) for $1.10,https://store.steampowered.com/app/71340/Sonic_Generations_Collection/,1111,10
27,nawazz,"Jul 8th, 2020 9:44 pm",,"Jul 9th, 2020 4:29 pm",Sports & Fitness,149.99,25,,Costco,Equipment,Costco Gym Benches 149.99-499.99 -IN STOCK,https://www.costco.ca/strength-core-training.html,7948,4
28,immad01,"May 2nd, 2020 11:25 pm",,"Jul 9th, 2020 4:27 pm",,$99.99,140,,Costco,Computers & Electronics,"Microsoft 365 Family 15-month Subscription, Digital Download for $99.99",https://www.costco.ca/microsoft-365-family-15-month-subscription%2c-digital-download.product.100657668.html,32327,71
29,Cheapo-Findo,"Jul 8th, 2020 12:45 pm","July 14, 2020","Jul 9th, 2020 4:01 pm",,,15,BOGO,Papa John's Pizza,Restaurants,PAPAJOHNS BOGO Deal (YMMV) Members Only!,http://www.papajohns.com/,2416,-6
0,Vovchyk,"Jul 4th, 2020 6:47 pm",,"Jul 9th, 2020 3:39 pm",Restaurants,30$,10,15$ off,,Coffee & Desserts,Lindt.100 Truffles for 30$ back,https://shop.lindt.ca/collections/picknmix,4973,8
1,Andanzas,"Jul 7th, 2020 9:15 pm","September 8, 2020","Jul 9th, 2020 3:17 pm",Financial Services,,44,300$,TD Bank,Banking & Investing,TD Chequing Account - $300 Chequing offer,https://www.td.com/ca/en/personal-banking/special-offers/300-chequing-offer/,7535,13
2,bigjee,"Jun 30th, 2020 10:32 pm","July 6, 2020","Jul 9th, 2020 2:58 pm",Entertainment,59.99,112,25% off,,Events & Attractions,"25% Off F1 TV PRO annual subscription - Formula 1 Racing (Live races, replays and other features)",https://www.formula1.com/en/subscribe-to-f1-tv.html#en-CA,9659,36
3,sprung,"Jul 8th, 2020 6:08 am",,"Jul 9th, 2020 2:09 pm",Travel,$10,25,,,Rail & Bus,$10 GO Transit unlimited Sundays are back!,https://www.gotransit.com/en/travelling-with-us/promotions-and-events,3597,7
4,-KILO-,"Jul 7th, 2020 9:07 pm",,"Jul 9th, 2020 2:04 pm",Home & Garden,$49,6,50% off,Home Depot,Home Improvement & Tools,YMMV - $49 DeWalt DCL050 20V light + more - Ancaster,https://the-home-depot-ca.pxf.io/c/341376/583694/9526?u=https://www.homedepot.ca/product/dewalt-20v-max-lithium-ion-cordless-led-hand-held-area-light-tool-only-/1001010418,2532,3
5,NixxonExxo,"Jun 27th, 2020 8:21 pm","July 2, 2020","Jul 9th, 2020 1:37 pm",Computers & Electronics,24.99,105,,,Telecom,Cable Internet 75Mb - $24.99 first month/$44.99 after | 150Mb - $34.99 first month/$54.99 after (New customers only),https://www.carrytel.ca/promotion.aspx,18778,-58
6,wearysky,"May 7th, 2020 11:52 am",,"Jul 9th, 2020 1:31 pm",,,407,,,Groceries,Brewery Delivery/Pickup Deals (ON),,77363,106
7,WCDave,"Jun 15th, 2020 12:12 pm",,"Jul 9th, 2020 1:21 pm",Sports & Fitness,506.77,24,,Amazon.ca,Equipment,Sunny Water Rowing Machine - $506.77,http://www.amazon.ca/gp/redirect.html?ie=UTF8&amp;location=https%3A%2F%2Fwww.amazon.ca%2FSunny-Health-Fitness-Machine-Resistance%2Fdp%2FB075MB7DM8%2Fref%3Dsr_1_1%3Fdchild%3D1%26keywords%3Dsunny%2Bwater%2Brower%26qid%3D1592236967%26sr%3D8-1&amp;tag=redflagdealsc-20&amp;linkCode=ur2&amp;camp=15121&amp;creative=330641,6813,2
8,jacdelivery,"Jul 7th, 2020 2:55 pm",,"Jul 9th, 2020 1:16 pm",Travel,729,23,,Apple,Other,Refurbished iPad Pro 11” 64gb $729,http://go.redirectingat.com?id=2927x594702&amp;xs=1&amp;url=https%3A%2F%2Fwww.apple.com%2Fca%2Fshop%2Frefurbished%2Fipad%2Fipad-pro-11,8823,5
9,Butterbeerman,"Jul 7th, 2020 12:31 am","July 9, 2020","Jul 9th, 2020 12:38 pm",,149.99,17,,Canadian Tire,Home & Garden,Mastercraft 3 Gallon Hot Dog Compressor & 2-in-1 Nailer Kit,https://www.canadiantire.ca/en/pdp/mastercraft-3-gallon-hot-dog-compressor-2-in-1-nailer-kit-2999010p.html,4729,9
10,hiker007,"Jul 8th, 2020 10:43 pm",,"Jul 9th, 2020 12:18 pm",,649,10,,,Home & Garden,Weber Spirit E-315 3-Burner Propane Gas BBQ $649,https://the-home-depot-ca.pxf.io/c/341376/583694/9526?u=https://www.homedepot.ca/product/weber-spirit-e-315-3-burner-propane-gas-bbq-in-black/1001543365,2484,-4
11,chilli604,"Jul 9th, 2020 11:31 am",,"Jul 9th, 2020 12:17 pm",Kids & Babies,$0.99,3,60,Canadian Tire,Other,MASTER Chef BBQ Lighter $0.99 from. $2.59,https://www.canadiantire.ca/en/pdp/master-chefbbq-lighter-0851409p.0851409.html,910,1
12,lilazncanadian,"Jul 9th, 2020 5:00 am",,"Jul 9th, 2020 12:09 pm",Kids & Babies,$3.44,1,78% off,,Baby Needs,Kushies Cleanbib - $3.44 (reg. 15.99) In Store - YMMV,,938,1
13,marksmithy69,"Feb 11th, 2020 1:48 pm",,"Jul 9th, 2020 12:07 pm",Home & Garden,,581,,Costco,Outdoors & Patio,Weber Genesis II CE-330 - $999.99,,208946,33
14,Jon Lai,"May 17th, 2020 5:18 pm",,"Jul 9th, 2020 11:31 am",Home & Garden,14.88,380,,Home Depot,Home Improvement & Tools,Commercial Electric 4ft. Linkable LED Shop Light 3200 lumen 4000K 50000 Hours Life $14.88,https://the-home-depot-ca.pxf.io/c/341376/583694/9526?u=https://www.homedepot.ca/product/commercial-electric-4ft-white-linkable-shop-light-3200lumen-4000k-50000hours-1pk/1001512104,97247,116
15,secretalcoholic,"Jul 2nd, 2020 12:21 am","December 31, 2020","Jul 9th, 2020 11:28 am",Computers & Electronics,15 USD,37,,Microsoft,Other,$15 USD Azure & O365 Certification Exams for COVID-19 affected individuals,http://click.linksynergy.com/deeplink?id=CAqD7bLWUPI&amp;mid=36509&amp;murl=https%3A%2F%2Fdocs.microsoft.com%2Fen-us%2Flearn%2Fcertifications%2Fskillingoffer&amp;u1=rfdcb,10187,24
16,gamzerz,"Jul 8th, 2020 2:19 pm",,"Jul 9th, 2020 11:19 am",Computers & Electronics,$59.99,4,25% off,Amazon.ca,Peripherals & Accessories,Logitech K750 Wireless Solar Keyboard - $59.99,http://www.amazon.ca/gp/redirect.html?ie=UTF8&amp;location=https%3A%2F%2Fwww.amazon.ca%2FLogitech-Wireless-Solar-Keyboard-920-002912%2Fdp%2FB004MF11MU%2Fref%3Dsr_1_1%3Fdchild%3D1%26keywords%3DLogitech%2BWireless%2BSolar%2BKeyboard%2BK750%26qid%3D1594231990%26sr%3D8-1&amp;tag=redflagdealsc-20&amp;linkCode=ur2&amp;camp=15121&amp;creative=330641,2008,2
